Problem_ID,n,trig,b,problem_latex,answer_latex
IBP_n08_cos_b10_08,8,cos,10,"Evaluate the indefinite integral.

\int x^{8} \cos(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{8} \sin{\left(10 x \right)}}{10} + \frac{2 x^{7} \cos{\left(10 x \right)}}{25} - \frac{7 x^{6} \sin{\left(10 x \right)}}{125} - \frac{21 x^{5} \cos{\left(10 x \right)}}{625} + \frac{21 x^{4} \sin{\left(10 x \right)}}{1250} + \frac{21 x^{3} \cos{\left(10 x \right)}}{3125} - \frac{63 x^{2} \sin{\left(10 x \right)}}{31250} - \frac{63 x \cos{\left(10 x \right)}}{156250} + \frac{63 \sin{\left(10 x \right)}}{1562500}
IBP_n08_cos_b01_09,8,cos,1,"Evaluate the indefinite integral.

\int x^{8} \cos(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",x^{8} \sin{\left(x \right)} + 8 x^{7} \cos{\left(x \right)} - 56 x^{6} \sin{\left(x \right)} - 336 x^{5} \cos{\left(x \right)} + 1680 x^{4} \sin{\left(x \right)} + 6720 x^{3} \cos{\left(x \right)} - 20160 x^{2} \sin{\left(x \right)} - 40320 x \cos{\left(x \right)} + 40320 \sin{\left(x \right)}
IBP_n09_sin_b04_00,9,sin,4,"Evaluate the indefinite integral.

\int x^{9} \sin(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{9} \cos{\left(4 x \right)}}{4} + \frac{9 x^{8} \sin{\left(4 x \right)}}{16} + \frac{9 x^{7} \cos{\left(4 x \right)}}{8} - \frac{63 x^{6} \sin{\left(4 x \right)}}{32} - \frac{189 x^{5} \cos{\left(4 x \right)}}{64} + \frac{945 x^{4} \sin{\left(4 x \right)}}{256} + \frac{945 x^{3} \cos{\left(4 x \right)}}{256} - \frac{2835 x^{2} \sin{\left(4 x \right)}}{1024} - \frac{2835 x \cos{\left(4 x \right)}}{2048} + \frac{2835 \sin{\left(4 x \right)}}{8192}
IBP_n09_sin_b10_01,9,sin,10,"Evaluate the indefinite integral.

\int x^{9} \sin(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{9} \cos{\left(10 x \right)}}{10} + \frac{9 x^{8} \sin{\left(10 x \right)}}{100} + \frac{9 x^{7} \cos{\left(10 x \right)}}{125} - \frac{63 x^{6} \sin{\left(10 x \right)}}{1250} - \frac{189 x^{5} \cos{\left(10 x \right)}}{6250} + \frac{189 x^{4} \sin{\left(10 x \right)}}{12500} + \frac{189 x^{3} \cos{\left(10 x \right)}}{31250} - \frac{567 x^{2} \sin{\left(10 x \right)}}{312500} - \frac{567 x \cos{\left(10 x \right)}}{1562500} + \frac{567 \sin{\left(10 x \right)}}{15625000}
IBP_n09_sin_b02_02,9,sin,2,"Evaluate the indefinite integral.

\int x^{9} \sin(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{9} \cos{\left(2 x \right)}}{2} + \frac{9 x^{8} \sin{\left(2 x \right)}}{4} + 9 x^{7} \cos{\left(2 x \right)} - \frac{63 x^{6} \sin{\left(2 x \right)}}{2} - \frac{189 x^{5} \cos{\left(2 x \right)}}{2} + \frac{945 x^{4} \sin{\left(2 x \right)}}{4} + \frac{945 x^{3} \cos{\left(2 x \right)}}{2} - \frac{2835 x^{2} \sin{\left(2 x \right)}}{4} - \frac{2835 x \cos{\left(2 x \right)}}{4} + \frac{2835 \sin{\left(2 x \right)}}{8}
IBP_n09_sin_b09_03,9,sin,9,"Evaluate the indefinite integral.

\int x^{9} \sin(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{9} \cos{\left(9 x \right)}}{9} + \frac{x^{8} \sin{\left(9 x \right)}}{9} + \frac{8 x^{7} \cos{\left(9 x \right)}}{81} - \frac{56 x^{6} \sin{\left(9 x \right)}}{729} - \frac{112 x^{5} \cos{\left(9 x \right)}}{2187} + \frac{560 x^{4} \sin{\left(9 x \right)}}{19683} + \frac{2240 x^{3} \cos{\left(9 x \right)}}{177147} - \frac{2240 x^{2} \sin{\left(9 x \right)}}{531441} - \frac{4480 x \cos{\left(9 x \right)}}{4782969} + \frac{4480 \sin{\left(9 x \right)}}{43046721}
IBP_n09_sin_b08_04,9,sin,8,"Evaluate the indefinite integral.

\int x^{9} \sin(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{9} \cos{\left(8 x \right)}}{8} + \frac{9 x^{8} \sin{\left(8 x \right)}}{64} + \frac{9 x^{7} \cos{\left(8 x \right)}}{64} - \frac{63 x^{6} \sin{\left(8 x \right)}}{512} - \frac{189 x^{5} \cos{\left(8 x \right)}}{2048} + \frac{945 x^{4} \sin{\left(8 x \right)}}{16384} + \frac{945 x^{3} \cos{\left(8 x \right)}}{32768} - \frac{2835 x^{2} \sin{\left(8 x \right)}}{262144} - \frac{2835 x \cos{\left(8 x \right)}}{1048576} + \frac{2835 \sin{\left(8 x \right)}}{8388608}
IBP_n09_sin_b07_05,9,sin,7,"Evaluate the indefinite integral.

\int x^{9} \sin(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{9} \cos{\left(7 x \right)}}{7} + \frac{9 x^{8} \sin{\left(7 x \right)}}{49} + \frac{72 x^{7} \cos{\left(7 x \right)}}{343} - \frac{72 x^{6} \sin{\left(7 x \right)}}{343} - \frac{432 x^{5} \cos{\left(7 x \right)}}{2401} + \frac{2160 x^{4} \sin{\left(7 x \right)}}{16807} + \frac{8640 x^{3} \cos{\left(7 x \right)}}{117649} - \frac{25920 x^{2} \sin{\left(7 x \right)}}{823543} - \frac{51840 x \cos{\left(7 x \right)}}{5764801} + \frac{51840 \sin{\left(7 x \right)}}{40353607}
IBP_n09_sin_b05_06,9,sin,5,"Evaluate the indefinite integral.

\int x^{9} \sin(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{9} \cos{\left(5 x \right)}}{5} + \frac{9 x^{8} \sin{\left(5 x \right)}}{25} + \frac{72 x^{7} \cos{\left(5 x \right)}}{125} - \frac{504 x^{6} \sin{\left(5 x \right)}}{625} - \frac{3024 x^{5} \cos{\left(5 x \right)}}{3125} + \frac{3024 x^{4} \sin{\left(5 x \right)}}{3125} + \frac{12096 x^{3} \cos{\left(5 x \right)}}{15625} - \frac{36288 x^{2} \sin{\left(5 x \right)}}{78125} - \frac{72576 x \cos{\left(5 x \right)}}{390625} + \frac{72576 \sin{\left(5 x \right)}}{1953125}
IBP_n09_sin_b03_07,9,sin,3,"Evaluate the indefinite integral.

\int x^{9} \sin(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{9} \cos{\left(3 x \right)}}{3} + x^{8} \sin{\left(3 x \right)} + \frac{8 x^{7} \cos{\left(3 x \right)}}{3} - \frac{56 x^{6} \sin{\left(3 x \right)}}{9} - \frac{112 x^{5} \cos{\left(3 x \right)}}{9} + \frac{560 x^{4} \sin{\left(3 x \right)}}{27} + \frac{2240 x^{3} \cos{\left(3 x \right)}}{81} - \frac{2240 x^{2} \sin{\left(3 x \right)}}{81} - \frac{4480 x \cos{\left(3 x \right)}}{243} + \frac{4480 \sin{\left(3 x \right)}}{729}
IBP_n09_sin_b06_08,9,sin,6,"Evaluate the indefinite integral.

\int x^{9} \sin(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{9} \cos{\left(6 x \right)}}{6} + \frac{x^{8} \sin{\left(6 x \right)}}{4} + \frac{x^{7} \cos{\left(6 x \right)}}{3} - \frac{7 x^{6} \sin{\left(6 x \right)}}{18} - \frac{7 x^{5} \cos{\left(6 x \right)}}{18} + \frac{35 x^{4} \sin{\left(6 x \right)}}{108} + \frac{35 x^{3} \cos{\left(6 x \right)}}{162} - \frac{35 x^{2} \sin{\left(6 x \right)}}{324} - \frac{35 x \cos{\left(6 x \right)}}{972} + \frac{35 \sin{\left(6 x \right)}}{5832}
IBP_n09_sin_b01_09,9,sin,1,"Evaluate the indefinite integral.

\int x^{9} \sin(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- x^{9} \cos{\left(x \right)} + 9 x^{8} \sin{\left(x \right)} + 72 x^{7} \cos{\left(x \right)} - 504 x^{6} \sin{\left(x \right)} - 3024 x^{5} \cos{\left(x \right)} + 15120 x^{4} \sin{\left(x \right)} + 60480 x^{3} \cos{\left(x \right)} - 181440 x^{2} \sin{\left(x \right)} - 362880 x \cos{\left(x \right)} + 362880 \sin{\left(x \right)}
IBP_n09_cos_b01_00,9,cos,1,"Evaluate the indefinite integral.

\int x^{9} \cos(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",x^{9} \sin{\left(x \right)} + 9 x^{8} \cos{\left(x \right)} - 72 x^{7} \sin{\left(x \right)} - 504 x^{6} \cos{\left(x \right)} + 3024 x^{5} \sin{\left(x \right)} + 15120 x^{4} \cos{\left(x \right)} - 60480 x^{3} \sin{\left(x \right)} - 181440 x^{2} \cos{\left(x \right)} + 362880 x \sin{\left(x \right)} + 362880 \cos{\left(x \right)}
IBP_n09_cos_b03_01,9,cos,3,"Evaluate the indefinite integral.

\int x^{9} \cos(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{9} \sin{\left(3 x \right)}}{3} + x^{8} \cos{\left(3 x \right)} - \frac{8 x^{7} \sin{\left(3 x \right)}}{3} - \frac{56 x^{6} \cos{\left(3 x \right)}}{9} + \frac{112 x^{5} \sin{\left(3 x \right)}}{9} + \frac{560 x^{4} \cos{\left(3 x \right)}}{27} - \frac{2240 x^{3} \sin{\left(3 x \right)}}{81} - \frac{2240 x^{2} \cos{\left(3 x \right)}}{81} + \frac{4480 x \sin{\left(3 x \right)}}{243} + \frac{4480 \cos{\left(3 x \right)}}{729}
IBP_n09_cos_b07_02,9,cos,7,"Evaluate the indefinite integral.

\int x^{9} \cos(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{9} \sin{\left(7 x \right)}}{7} + \frac{9 x^{8} \cos{\left(7 x \right)}}{49} - \frac{72 x^{7} \sin{\left(7 x \right)}}{343} - \frac{72 x^{6} \cos{\left(7 x \right)}}{343} + \frac{432 x^{5} \sin{\left(7 x \right)}}{2401} + \frac{2160 x^{4} \cos{\left(7 x \right)}}{16807} - \frac{8640 x^{3} \sin{\left(7 x \right)}}{117649} - \frac{25920 x^{2} \cos{\left(7 x \right)}}{823543} + \frac{51840 x \sin{\left(7 x \right)}}{5764801} + \frac{51840 \cos{\left(7 x \right)}}{40353607}
IBP_n09_cos_b05_03,9,cos,5,"Evaluate the indefinite integral.

\int x^{9} \cos(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{9} \sin{\left(5 x \right)}}{5} + \frac{9 x^{8} \cos{\left(5 x \right)}}{25} - \frac{72 x^{7} \sin{\left(5 x \right)}}{125} - \frac{504 x^{6} \cos{\left(5 x \right)}}{625} + \frac{3024 x^{5} \sin{\left(5 x \right)}}{3125} + \frac{3024 x^{4} \cos{\left(5 x \right)}}{3125} - \frac{12096 x^{3} \sin{\left(5 x \right)}}{15625} - \frac{36288 x^{2} \cos{\left(5 x \right)}}{78125} + \frac{72576 x \sin{\left(5 x \right)}}{390625} + \frac{72576 \cos{\left(5 x \right)}}{1953125}
IBP_n09_cos_b04_04,9,cos,4,"Evaluate the indefinite integral.

\int x^{9} \cos(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{9} \sin{\left(4 x \right)}}{4} + \frac{9 x^{8} \cos{\left(4 x \right)}}{16} - \frac{9 x^{7} \sin{\left(4 x \right)}}{8} - \frac{63 x^{6} \cos{\left(4 x \right)}}{32} + \frac{189 x^{5} \sin{\left(4 x \right)}}{64} + \frac{945 x^{4} \cos{\left(4 x \right)}}{256} - \frac{945 x^{3} \sin{\left(4 x \right)}}{256} - \frac{2835 x^{2} \cos{\left(4 x \right)}}{1024} + \frac{2835 x \sin{\left(4 x \right)}}{2048} + \frac{2835 \cos{\left(4 x \right)}}{8192}
IBP_n09_cos_b09_05,9,cos,9,"Evaluate the indefinite integral.

\int x^{9} \cos(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{9} \sin{\left(9 x \right)}}{9} + \frac{x^{8} \cos{\left(9 x \right)}}{9} - \frac{8 x^{7} \sin{\left(9 x \right)}}{81} - \frac{56 x^{6} \cos{\left(9 x \right)}}{729} + \frac{112 x^{5} \sin{\left(9 x \right)}}{2187} + \frac{560 x^{4} \cos{\left(9 x \right)}}{19683} - \frac{2240 x^{3} \sin{\left(9 x \right)}}{177147} - \frac{2240 x^{2} \cos{\left(9 x \right)}}{531441} + \frac{4480 x \sin{\left(9 x \right)}}{4782969} + \frac{4480 \cos{\left(9 x \right)}}{43046721}
IBP_n09_cos_b06_06,9,cos,6,"Evaluate the indefinite integral.

\int x^{9} \cos(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{9} \sin{\left(6 x \right)}}{6} + \frac{x^{8} \cos{\left(6 x \right)}}{4} - \frac{x^{7} \sin{\left(6 x \right)}}{3} - \frac{7 x^{6} \cos{\left(6 x \right)}}{18} + \frac{7 x^{5} \sin{\left(6 x \right)}}{18} + \frac{35 x^{4} \cos{\left(6 x \right)}}{108} - \frac{35 x^{3} \sin{\left(6 x \right)}}{162} - \frac{35 x^{2} \cos{\left(6 x \right)}}{324} + \frac{35 x \sin{\left(6 x \right)}}{972} + \frac{35 \cos{\left(6 x \right)}}{5832}
IBP_n09_cos_b02_07,9,cos,2,"Evaluate the indefinite integral.

\int x^{9} \cos(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{9} \sin{\left(2 x \right)}}{2} + \frac{9 x^{8} \cos{\left(2 x \right)}}{4} - 9 x^{7} \sin{\left(2 x \right)} - \frac{63 x^{6} \cos{\left(2 x \right)}}{2} + \frac{189 x^{5} \sin{\left(2 x \right)}}{2} + \frac{945 x^{4} \cos{\left(2 x \right)}}{4} - \frac{945 x^{3} \sin{\left(2 x \right)}}{2} - \frac{2835 x^{2} \cos{\left(2 x \right)}}{4} + \frac{2835 x \sin{\left(2 x \right)}}{4} + \frac{2835 \cos{\left(2 x \right)}}{8}
IBP_n09_cos_b10_08,9,cos,10,"Evaluate the indefinite integral.

\int x^{9} \cos(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{9} \sin{\left(10 x \right)}}{10} + \frac{9 x^{8} \cos{\left(10 x \right)}}{100} - \frac{9 x^{7} \sin{\left(10 x \right)}}{125} - \frac{63 x^{6} \cos{\left(10 x \right)}}{1250} + \frac{189 x^{5} \sin{\left(10 x \right)}}{6250} + \frac{189 x^{4} \cos{\left(10 x \right)}}{12500} - \frac{189 x^{3} \sin{\left(10 x \right)}}{31250} - \frac{567 x^{2} \cos{\left(10 x \right)}}{312500} + \frac{567 x \sin{\left(10 x \right)}}{1562500} + \frac{567 \cos{\left(10 x \right)}}{15625000}
IBP_n09_cos_b08_09,9,cos,8,"Evaluate the indefinite integral.

\int x^{9} \cos(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{9} \sin{\left(8 x \right)}}{8} + \frac{9 x^{8} \cos{\left(8 x \right)}}{64} - \frac{9 x^{7} \sin{\left(8 x \right)}}{64} - \frac{63 x^{6} \cos{\left(8 x \right)}}{512} + \frac{189 x^{5} \sin{\left(8 x \right)}}{2048} + \frac{945 x^{4} \cos{\left(8 x \right)}}{16384} - \frac{945 x^{3} \sin{\left(8 x \right)}}{32768} - \frac{2835 x^{2} \cos{\left(8 x \right)}}{262144} + \frac{2835 x \sin{\left(8 x \right)}}{1048576} + \frac{2835 \cos{\left(8 x \right)}}{8388608}
IBP_n10_sin_b10_00,10,sin,10,"Evaluate the indefinite integral.

\int x^{10} \sin(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{10} \cos{\left(10 x \right)}}{10} + \frac{x^{9} \sin{\left(10 x \right)}}{10} + \frac{9 x^{8} \cos{\left(10 x \right)}}{100} - \frac{9 x^{7} \sin{\left(10 x \right)}}{125} - \frac{63 x^{6} \cos{\left(10 x \right)}}{1250} + \frac{189 x^{5} \sin{\left(10 x \right)}}{6250} + \frac{189 x^{4} \cos{\left(10 x \right)}}{12500} - \frac{189 x^{3} \sin{\left(10 x \right)}}{31250} - \frac{567 x^{2} \cos{\left(10 x \right)}}{312500} + \frac{567 x \sin{\left(10 x \right)}}{1562500} + \frac{567 \cos{\left(10 x \right)}}{15625000}
IBP_n10_sin_b09_01,10,sin,9,"Evaluate the indefinite integral.

\int x^{10} \sin(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{10} \cos{\left(9 x \right)}}{9} + \frac{10 x^{9} \sin{\left(9 x \right)}}{81} + \frac{10 x^{8} \cos{\left(9 x \right)}}{81} - \frac{80 x^{7} \sin{\left(9 x \right)}}{729} - \frac{560 x^{6} \cos{\left(9 x \right)}}{6561} + \frac{1120 x^{5} \sin{\left(9 x \right)}}{19683} + \frac{5600 x^{4} \cos{\left(9 x \right)}}{177147} - \frac{22400 x^{3} \sin{\left(9 x \right)}}{1594323} - \frac{22400 x^{2} \cos{\left(9 x \right)}}{4782969} + \frac{44800 x \sin{\left(9 x \right)}}{43046721} + \frac{44800 \cos{\left(9 x \right)}}{387420489}
IBP_n10_sin_b06_02,10,sin,6,"Evaluate the indefinite integral.

\int x^{10} \sin(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{10} \cos{\left(6 x \right)}}{6} + \frac{5 x^{9} \sin{\left(6 x \right)}}{18} + \frac{5 x^{8} \cos{\left(6 x \right)}}{12} - \frac{5 x^{7} \sin{\left(6 x \right)}}{9} - \frac{35 x^{6} \cos{\left(6 x \right)}}{54} + \frac{35 x^{5} \sin{\left(6 x \right)}}{54} + \frac{175 x^{4} \cos{\left(6 x \right)}}{324} - \frac{175 x^{3} \sin{\left(6 x \right)}}{486} - \frac{175 x^{2} \cos{\left(6 x \right)}}{972} + \frac{175 x \sin{\left(6 x \right)}}{2916} + \frac{175 \cos{\left(6 x \right)}}{17496}
IBP_n10_sin_b03_03,10,sin,3,"Evaluate the indefinite integral.

\int x^{10} \sin(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{10} \cos{\left(3 x \right)}}{3} + \frac{10 x^{9} \sin{\left(3 x \right)}}{9} + \frac{10 x^{8} \cos{\left(3 x \right)}}{3} - \frac{80 x^{7} \sin{\left(3 x \right)}}{9} - \frac{560 x^{6} \cos{\left(3 x \right)}}{27} + \frac{1120 x^{5} \sin{\left(3 x \right)}}{27} + \frac{5600 x^{4} \cos{\left(3 x \right)}}{81} - \frac{22400 x^{3} \sin{\left(3 x \right)}}{243} - \frac{22400 x^{2} \cos{\left(3 x \right)}}{243} + \frac{44800 x \sin{\left(3 x \right)}}{729} + \frac{44800 \cos{\left(3 x \right)}}{2187}
IBP_n10_sin_b02_04,10,sin,2,"Evaluate the indefinite integral.

\int x^{10} \sin(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{10} \cos{\left(2 x \right)}}{2} + \frac{5 x^{9} \sin{\left(2 x \right)}}{2} + \frac{45 x^{8} \cos{\left(2 x \right)}}{4} - 45 x^{7} \sin{\left(2 x \right)} - \frac{315 x^{6} \cos{\left(2 x \right)}}{2} + \frac{945 x^{5} \sin{\left(2 x \right)}}{2} + \frac{4725 x^{4} \cos{\left(2 x \right)}}{4} - \frac{4725 x^{3} \sin{\left(2 x \right)}}{2} - \frac{14175 x^{2} \cos{\left(2 x \right)}}{4} + \frac{14175 x \sin{\left(2 x \right)}}{4} + \frac{14175 \cos{\left(2 x \right)}}{8}
IBP_n10_sin_b08_05,10,sin,8,"Evaluate the indefinite integral.

\int x^{10} \sin(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{10} \cos{\left(8 x \right)}}{8} + \frac{5 x^{9} \sin{\left(8 x \right)}}{32} + \frac{45 x^{8} \cos{\left(8 x \right)}}{256} - \frac{45 x^{7} \sin{\left(8 x \right)}}{256} - \frac{315 x^{6} \cos{\left(8 x \right)}}{2048} + \frac{945 x^{5} \sin{\left(8 x \right)}}{8192} + \frac{4725 x^{4} \cos{\left(8 x \right)}}{65536} - \frac{4725 x^{3} \sin{\left(8 x \right)}}{131072} - \frac{14175 x^{2} \cos{\left(8 x \right)}}{1048576} + \frac{14175 x \sin{\left(8 x \right)}}{4194304} + \frac{14175 \cos{\left(8 x \right)}}{33554432}
IBP_n10_sin_b05_06,10,sin,5,"Evaluate the indefinite integral.

\int x^{10} \sin(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{10} \cos{\left(5 x \right)}}{5} + \frac{2 x^{9} \sin{\left(5 x \right)}}{5} + \frac{18 x^{8} \cos{\left(5 x \right)}}{25} - \frac{144 x^{7} \sin{\left(5 x \right)}}{125} - \frac{1008 x^{6} \cos{\left(5 x \right)}}{625} + \frac{6048 x^{5} \sin{\left(5 x \right)}}{3125} + \frac{6048 x^{4} \cos{\left(5 x \right)}}{3125} - \frac{24192 x^{3} \sin{\left(5 x \right)}}{15625} - \frac{72576 x^{2} \cos{\left(5 x \right)}}{78125} + \frac{145152 x \sin{\left(5 x \right)}}{390625} + \frac{145152 \cos{\left(5 x \right)}}{1953125}
IBP_n10_sin_b01_07,10,sin,1,"Evaluate the indefinite integral.

\int x^{10} \sin(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- x^{10} \cos{\left(x \right)} + 10 x^{9} \sin{\left(x \right)} + 90 x^{8} \cos{\left(x \right)} - 720 x^{7} \sin{\left(x \right)} - 5040 x^{6} \cos{\left(x \right)} + 30240 x^{5} \sin{\left(x \right)} + 151200 x^{4} \cos{\left(x \right)} - 604800 x^{3} \sin{\left(x \right)} - 1814400 x^{2} \cos{\left(x \right)} + 3628800 x \sin{\left(x \right)} + 3628800 \cos{\left(x \right)}
IBP_n10_sin_b04_08,10,sin,4,"Evaluate the indefinite integral.

\int x^{10} \sin(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{10} \cos{\left(4 x \right)}}{4} + \frac{5 x^{9} \sin{\left(4 x \right)}}{8} + \frac{45 x^{8} \cos{\left(4 x \right)}}{32} - \frac{45 x^{7} \sin{\left(4 x \right)}}{16} - \frac{315 x^{6} \cos{\left(4 x \right)}}{64} + \frac{945 x^{5} \sin{\left(4 x \right)}}{128} + \frac{4725 x^{4} \cos{\left(4 x \right)}}{512} - \frac{4725 x^{3} \sin{\left(4 x \right)}}{512} - \frac{14175 x^{2} \cos{\left(4 x \right)}}{2048} + \frac{14175 x \sin{\left(4 x \right)}}{4096} + \frac{14175 \cos{\left(4 x \right)}}{16384}
IBP_n10_sin_b07_09,10,sin,7,"Evaluate the indefinite integral.

\int x^{10} \sin(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{10} \cos{\left(7 x \right)}}{7} + \frac{10 x^{9} \sin{\left(7 x \right)}}{49} + \frac{90 x^{8} \cos{\left(7 x \right)}}{343} - \frac{720 x^{7} \sin{\left(7 x \right)}}{2401} - \frac{720 x^{6} \cos{\left(7 x \right)}}{2401} + \frac{4320 x^{5} \sin{\left(7 x \right)}}{16807} + \frac{21600 x^{4} \cos{\left(7 x \right)}}{117649} - \frac{86400 x^{3} \sin{\left(7 x \right)}}{823543} - \frac{259200 x^{2} \cos{\left(7 x \right)}}{5764801} + \frac{518400 x \sin{\left(7 x \right)}}{40353607} + \frac{518400 \cos{\left(7 x \right)}}{282475249}
IBP_n10_cos_b09_00,10,cos,9,"Evaluate the indefinite integral.

\int x^{10} \cos(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{10} \sin{\left(9 x \right)}}{9} + \frac{10 x^{9} \cos{\left(9 x \right)}}{81} - \frac{10 x^{8} \sin{\left(9 x \right)}}{81} - \frac{80 x^{7} \cos{\left(9 x \right)}}{729} + \frac{560 x^{6} \sin{\left(9 x \right)}}{6561} + \frac{1120 x^{5} \cos{\left(9 x \right)}}{19683} - \frac{5600 x^{4} \sin{\left(9 x \right)}}{177147} - \frac{22400 x^{3} \cos{\left(9 x \right)}}{1594323} + \frac{22400 x^{2} \sin{\left(9 x \right)}}{4782969} + \frac{44800 x \cos{\left(9 x \right)}}{43046721} - \frac{44800 \sin{\left(9 x \right)}}{387420489}
